age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
56,admin.,divorced,secondary,no,985,no,yes,cellular,18.0,aug,150,2.0,-1,0,unknown,0
45,blue-collar,married,secondary,no,2926,yes,yes,cellular,19.0,nov,482,3.0,120,2,failure,0
31,admin.,single,secondary,no,-449,yes,no,unknown,28.0,may,81,2.0,-1,0,unknown,0
37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18.0,nov,1164,2.0,-1,0,unknown,1
43,admin.,married,secondary,no,0,yes,no,cellular,17.0,jul,674,3.0,-1,0,unknown,0
40,management,married,unknown,no,419,yes,no,cellular,10.0,jul,347,1.0,-1,0,unknown,0
44,management,married,primary,no,4758,yes,no,cellular,22.0,jul,712,6.0,-1,0,unknown,1
38,admin.,single,secondary,no,-23,no,no,cellular,20.0,nov,48,2.0,-1,0,unknown,0
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17.0,nov,279,1.0,-1,0,unknown,0
24,blue-collar,single,secondary,no,77,yes,no,unknown,16.0,may,236,2.0,-1,0,unknown,0
53,services,married,secondary,no,1378,yes,no,cellular,18.0,jul,91,2.0,-1,0,unknown,0
36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18.0,may,15,8.0,-1,0,unknown,0
28,blue-collar,married,primary,no,60,yes,no,cellular,6.0,may,161,1.0,337,1,failure,0
45,blue-collar,married,primary,no,137,yes,yes,unknown,16.0,may,187,19.0,-1,0,unknown,0
32,admin.,single,tertiary,no,1583,yes,no,cellular,19.0,nov,100,1.0,182,1,failure,0
46,admin.,married,secondary,no,-121,yes,yes,cellular,8.0,jul,214,4.0,-1,0,unknown,0
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17.0,apr,406,1.0,317,1,failure,0
51,unemployed,married,secondary,no,-13,yes,no,cellular,13.0,may,361,1.0,364,1,failure,0
51,blue-collar,married,primary,no,1869,no,no,unknown,17.0,jun,30,3.0,-1,0,unknown,0
30,technician,single,secondary,no,4787,yes,no,unknown,4.0,jun,99,2.0,-1,0,unknown,0
39,technician,married,secondary,yes,-183,yes,no,unknown,14.0,may,202,2.0,-1,0,unknown,0
28,blue-collar,married,primary,no,702,yes,no,unknown,26.0,jun,318,2.0,-1,0,unknown,0
31,management,single,tertiary,no,1494,no,no,cellular,13.0,aug,275,12.0,-1,0,unknown,0
31,blue-collar,married,primary,no,0,yes,yes,unknown,12.0,may,59,4.0,-1,0,unknown,0
38,management,married,tertiary,no,46,no,no,cellular,29.0,aug,70,4.0,-1,0,unknown,0
31,blue-collar,single,secondary,no,609,yes,no,cellular,14.0,apr,1126,1.0,335,1,failure,0
74,retired,divorced,secondary,no,4079,no,no,cellular,19.0,oct,343,3.0,-1,0,unknown,1
40,management,single,tertiary,no,0,yes,no,cellular,23.0,feb,228,2.0,182,6,failure,1
43,technician,married,secondary,no,7876,yes,no,cellular,11.0,aug,209,2.0,-1,0,unknown,0
34,technician,single,tertiary,no,925,yes,no,cellular,13.0,apr,709,1.0,-1,0,unknown,1
54,management,divorced,tertiary,no,7010,no,no,cellular,11.0,mar,275,2.0,-1,0,unknown,0
51,blue-collar,married,primary,no,42,yes,no,cellular,12.0,may,51,2.0,342,3,failure,0
33,blue-collar,married,secondary,no,285,no,yes,unknown,3.0,jul,267,1.0,-1,0,unknown,0
41,technician,married,tertiary,no,0,no,no,unknown,20.0,jun,95,1.0,-1,0,unknown,0
33,management,single,tertiary,no,3170,no,no,cellular,28.0,oct,246,2.0,-1,0,unknown,0
48,admin.,married,secondary,no,8,no,yes,cellular,7.0,jul,46,1.0,-1,0,unknown,0
42,self-employed,divorced,tertiary,no,216,yes,no,cellular,8.0,may,144,3.0,-1,0,unknown,0
35,management,single,tertiary,no,2975,no,no,cellular,8.0,aug,249,2.0,-1,0,unknown,0
25,admin.,married,secondary,no,894,yes,no,unknown,28.0,may,328,1.0,-1,0,unknown,0
38,blue-collar,single,primary,no,490,yes,yes,unknown,25.0,aug,17,1.0,-1,0,unknown,0
45,entrepreneur,married,secondary,no,245,yes,no,unknown,14.0,may,126,3.0,-1,0,unknown,0
59,management,divorced,tertiary,no,0,yes,no,cellular,31.0,jul,52,8.0,-1,0,unknown,0
47,management,married,unknown,no,150,no,no,unknown,9.0,jun,52,1.0,-1,0,unknown,0
33,management,married,tertiary,no,4,yes,no,cellular,16.0,jul,285,5.0,-1,0,unknown,0
59,management,married,primary,no,1727,no,no,telephone,25.0,may,500,4.0,358,2,failure,1
41,blue-collar,divorced,primary,no,664,no,yes,cellular,15.0,jul,955,5.0,-1,0,unknown,1
42,technician,married,secondary,no,473,yes,no,cellular,7.0,jul,216,5.0,-1,0,unknown,0
51,technician,divorced,tertiary,no,0,no,no,cellular,28.0,aug,84,7.0,-1,0,unknown,0
45,management,married,tertiary,no,-192,yes,no,cellular,6.0,may,138,3.0,-1,0,unknown,0
30,management,married,tertiary,no,1942,yes,yes,cellular,21.0,nov,436,2.0,178,3,other,1
33,blue-collar,single,secondary,no,5137,yes,no,cellular,6.0,may,123,1.0,-1,0,unknown,0
43,management,married,tertiary,no,13044,no,no,cellular,18.0,aug,36,4.0,-1,0,unknown,0
37,blue-collar,married,secondary,no,1053,no,no,unknown,16.0,jun,405,3.0,-1,0,unknown,0
73,retired,married,primary,no,154,no,no,cellular,15.0,oct,103,1.0,-1,0,unknown,0
43,blue-collar,married,secondary,no,625,yes,no,unknown,30.0,sep,175,1.0,-1,0,unknown,0
52,unemployed,married,primary,no,255,no,yes,cellular,10.0,jul,374,3.0,-1,0,unknown,0
44,management,married,tertiary,no,529,yes,no,unknown,4.0,jun,129,4.0,-1,0,unknown,0
56,management,married,tertiary,no,318,no,yes,telephone,9.0,jul,246,3.0,-1,0,unknown,0
21,services,single,secondary,no,1903,yes,no,unknown,29.0,may,107,2.0,-1,0,unknown,0
43,unknown,married,tertiary,no,1937,no,no,unknown,19.0,jun,385,1.0,-1,0,unknown,0
54,management,married,primary,no,3859,no,yes,cellular,20.0,nov,104,3.0,-1,0,unknown,0
59,technician,married,primary,no,4198,no,no,cellular,14.0,jan,309,1.0,91,10,success,1
52,blue-collar,married,primary,no,230,yes,no,cellular,6.0,may,198,2.0,170,2,failure,0
31,admin.,single,secondary,no,747,yes,no,unknown,26.0,may,543,2.0,-1,0,unknown,1
53,admin.,married,secondary,no,263,no,yes,cellular,18.0,jul,143,7.0,-1,0,unknown,0
24,technician,single,secondary,no,-46,yes,no,unknown,19.0,may,23,1.0,-1,0,unknown,0
57,retired,married,secondary,no,0,no,yes,unknown,30.0,jun,104,2.0,-1,0,unknown,0
48,technician,married,secondary,no,568,yes,no,cellular,2.0,sep,378,2.0,386,1,success,1
57,technician,married,secondary,no,1469,yes,no,cellular,17.0,nov,364,1.0,-1,0,unknown,0
51,technician,married,secondary,no,18,no,yes,cellular,25.0,jul,363,6.0,-1,0,unknown,0
50,management,divorced,tertiary,no,201,yes,no,cellular,24.0,jul,248,1.0,-1,0,unknown,0
34,blue-collar,married,secondary,no,1412,yes,yes,unknown,27.0,may,157,2.0,-1,0,unknown,0
43,blue-collar,married,primary,no,-93,yes,no,unknown,26.0,may,402,2.0,-1,0,unknown,0
31,services,married,secondary,no,-331,yes,no,unknown,23.0,may,203,5.0,-1,0,unknown,0
29,blue-collar,married,unknown,no,486,yes,no,cellular,6.0,may,422,1.0,363,1,failure,0
39,blue-collar,married,primary,no,694,yes,no,cellular,21.0,nov,44,1.0,-1,0,unknown,0
36,management,single,tertiary,no,2806,yes,no,unknown,30.0,may,358,4.0,-1,0,unknown,0
38,unemployed,single,tertiary,no,0,no,no,cellular,6.0,feb,39,2.0,-1,0,unknown,0
56,management,divorced,tertiary,no,2959,yes,no,telephone,18.0,may,325,1.0,-1,0,unknown,0
41,housemaid,divorced,primary,no,22,yes,no,cellular,18.0,nov,238,3.0,126,4,other,0
47,technician,married,secondary,no,1167,yes,no,cellular,30.0,apr,968,1.0,87,5,failure,1
38,management,single,tertiary,no,35,yes,no,cellular,17.0,apr,156,1.0,273,3,failure,0
80,retired,married,secondary,no,8304,no,no,telephone,6.0,apr,681,1.0,118,11,success,0
37,services,married,secondary,no,4760,yes,no,cellular,20.0,nov,187,2.0,-1,0,unknown,0
44,management,single,tertiary,no,-1313,yes,yes,cellular,15.0,may,104,10.0,-1,0,unknown,0
33,blue-collar,single,secondary,no,697,no,no,cellular,6.0,feb,860,2.0,-1,0,unknown,1
53,technician,married,secondary,no,230,no,yes,cellular,13.0,aug,112,2.0,-1,0,unknown,0
69,retired,married,tertiary,no,473,no,no,cellular,7.0,jul,112,1.0,78,1,failure,0
46,technician,married,secondary,no,1427,yes,no,unknown,14.0,may,32,3.0,-1,0,unknown,0
30,management,single,tertiary,no,201,yes,no,cellular,17.0,mar,325,2.0,-1,0,unknown,1
31,self-employed,single,secondary,no,1086,no,no,cellular,20.0,nov,410,1.0,-1,0,unknown,0
38,management,divorced,tertiary,no,4335,yes,no,cellular,20.0,nov,640,1.0,-1,0,unknown,0
34,services,divorced,secondary,no,44,no,no,unknown,9.0,jun,118,1.0,-1,0,unknown,0
48,unknown,married,unknown,no,286,no,no,cellular,30.0,jul,166,2.0,-1,0,unknown,0
46,blue-collar,divorced,primary,no,216,no,no,cellular,2.0,feb,173,1.0,-1,0,unknown,0
42,admin.,married,secondary,no,214,yes,no,unknown,28.0,may,21,24.0,-1,0,unknown,0
41,blue-collar,married,secondary,no,343,yes,no,unknown,14.0,may,89,7.0,-1,0,unknown,0
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28.0,jul,151,3.0,-1,0,unknown,0
39,blue-collar,married,primary,no,1046,no,no,unknown,19.0,jun,112,4.0,-1,0,unknown,0
27,student,single,secondary,no,1566,no,no,cellular,30.0,jan,164,5.0,-1,0,unknown,0
26,management,single,tertiary,no,592,no,no,telephone,29.0,jan,145,2.0,164,1,other,0
38,management,single,tertiary,no,104,yes,no,cellular,6.0,may,606,3.0,-1,0,unknown,1
48,blue-collar,married,secondary,no,0,yes,no,unknown,26.0,may,105,1.0,-1,0,unknown,0
54,services,married,secondary,no,-22,no,yes,cellular,9.0,jul,85,1.0,-1,0,unknown,0
51,services,married,secondary,no,0,no,no,cellular,18.0,jul,439,3.0,-1,0,unknown,0
47,technician,married,secondary,no,72,no,no,unknown,29.0,may,278,1.0,-1,0,unknown,0
53,technician,married,secondary,no,100,no,no,cellular,13.0,aug,205,4.0,-1,0,unknown,0
35,blue-collar,married,primary,no,319,yes,no,cellular,16.0,jul,221,1.0,-1,0,unknown,0
58,management,married,tertiary,no,9339,yes,no,telephone,18.0,nov,52,3.0,172,3,other,0
52,management,divorced,tertiary,no,50,yes,no,unknown,12.0,jun,84,3.0,-1,0,unknown,0
57,retired,married,secondary,yes,32,yes,no,cellular,15.0,may,476,3.0,-1,0,unknown,0
52,management,married,tertiary,no,6922,no,no,cellular,20.0,nov,371,1.0,-1,0,unknown,0
35,management,single,tertiary,no,633,yes,no,cellular,17.0,apr,128,3.0,-1,0,unknown,0
48,technician,married,secondary,no,4265,yes,no,unknown,13.0,may,220,2.0,-1,0,unknown,0
46,entrepreneur,married,tertiary,no,2262,no,no,telephone,14.0,jul,44,14.0,-1,0,unknown,0
39,services,married,secondary,no,1970,yes,no,unknown,8.0,jun,30,1.0,404,2,success,0
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7.0,may,330,1.0,342,1,failure,0
34,entrepreneur,married,secondary,no,4659,yes,no,unknown,30.0,aug,28,1.0,-1,0,unknown,0
47,entrepreneur,married,primary,no,668,no,no,cellular,12.0,may,908,1.0,-1,0,unknown,0
35,management,divorced,tertiary,no,649,no,no,cellular,16.0,apr,177,1.0,-1,0,unknown,0
46,blue-collar,divorced,primary,no,452,yes,no,unknown,9.0,may,113,4.0,-1,0,unknown,0
27,admin.,single,secondary,no,-145,yes,no,telephone,15.0,may,289,8.0,-1,0,unknown,0
31,blue-collar,married,secondary,no,-498,yes,no,cellular,21.0,jul,357,1.0,-1,0,unknown,0
31,management,single,tertiary,no,0,no,no,cellular,28.0,aug,38,16.0,-1,0,unknown,0
46,admin.,married,secondary,no,22,yes,no,cellular,7.0,aug,414,4.0,-1,0,unknown,0
31,admin.,married,secondary,no,2304,yes,no,cellular,20.0,nov,257,2.0,-1,0,unknown,0
33,management,married,tertiary,no,1412,yes,no,unknown,19.0,aug,480,1.0,-1,0,unknown,1
42,housemaid,married,primary,no,145,no,no,cellular,20.0,aug,252,2.0,-1,0,unknown,0
33,management,single,primary,no,4897,yes,no,unknown,20.0,may,151,1.0,-1,0,unknown,0
40,housemaid,married,primary,no,1832,no,no,cellular,6.0,feb,213,4.0,-1,0,unknown,0
51,blue-collar,married,primary,no,3726,no,yes,cellular,27.0,aug,119,12.0,-1,0,unknown,0
31,unemployed,married,tertiary,no,591,no,no,cellular,21.0,nov,161,2.0,-1,0,unknown,0
62,retired,divorced,tertiary,no,0,no,no,cellular,13.0,nov,227,2.0,-1,0,unknown,1
24,student,single,secondary,no,508,yes,no,telephone,18.0,may,12,3.0,374,1,other,0
48,unemployed,married,secondary,no,817,no,no,cellular,14.0,jan,517,1.0,282,4,success,1
41,technician,divorced,secondary,no,348,yes,no,cellular,7.0,may,225,2.0,275,2,failure,0
43,management,married,tertiary,no,291,yes,no,unknown,9.0,may,150,2.0,-1,0,unknown,0
52,technician,married,secondary,no,3554,no,yes,cellular,8.0,jul,89,1.0,-1,0,unknown,0
54,blue-collar,married,primary,no,781,yes,no,unknown,9.0,may,103,2.0,-1,0,unknown,0
32,technician,divorced,tertiary,no,267,no,no,cellular,26.0,may,128,1.0,-1,0,unknown,0
38,blue-collar,married,primary,no,1327,yes,no,cellular,20.0,nov,277,1.0,-1,0,unknown,0
41,admin.,married,primary,no,-306,yes,no,unknown,15.0,may,500,1.0,-1,0,unknown,1
31,blue-collar,single,primary,no,864,yes,no,telephone,14.0,may,113,2.0,-1,0,unknown,0
35,housemaid,married,tertiary,no,1265,yes,no,cellular,15.0,may,326,5.0,179,4,failure,1
26,admin.,married,secondary,no,0,no,no,unknown,27.0,may,755,1.0,-1,0,unknown,0
52,technician,married,tertiary,no,214,no,no,cellular,29.0,aug,161,3.0,-1,0,unknown,0
58,retired,married,secondary,no,425,yes,yes,cellular,17.0,nov,100,1.0,-1,0,unknown,0
57,housemaid,married,tertiary,no,3,no,no,cellular,4.0,aug,142,2.0,-1,0,unknown,0
34,management,married,tertiary,no,0,yes,no,unknown,8.0,may,214,2.0,-1,0,unknown,0
59,blue-collar,married,primary,no,0,no,no,cellular,18.0,nov,167,2.0,-1,0,unknown,0
27,technician,single,secondary,no,282,no,yes,cellular,9.0,jul,676,5.0,-1,0,unknown,0
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9.0,jul,236,1.0,-1,0,unknown,0
47,housemaid,single,tertiary,no,3727,no,no,unknown,12.0,jun,993,6.0,-1,0,unknown,1
33,blue-collar,married,secondary,no,0,yes,yes,cellular,28.0,jul,83,12.0,-1,0,unknown,0
31,services,single,secondary,no,864,yes,no,cellular,6.0,may,100,1.0,-1,0,unknown,0
37,management,married,tertiary,no,4089,yes,no,cellular,2.0,feb,289,2.0,174,4,other,1
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8.0,jul,528,2.0,-1,0,unknown,0
38,unemployed,married,primary,no,-363,no,no,unknown,12.0,jun,340,2.0,-1,0,unknown,0
35,self-employed,married,secondary,no,8883,no,no,cellular,21.0,nov,33,3.0,-1,0,unknown,0
31,technician,single,secondary,no,1970,no,no,telephone,17.0,apr,284,3.0,-1,0,unknown,0
62,management,married,tertiary,no,1859,no,no,telephone,6.0,aug,245,3.0,-1,0,unknown,1
32,technician,single,tertiary,no,1059,yes,no,cellular,17.0,apr,115,1.0,-1,0,unknown,0
31,services,married,secondary,no,388,yes,no,unknown,5.0,may,730,2.0,-1,0,unknown,0
51,blue-collar,divorced,primary,no,602,yes,no,cellular,11.0,may,347,1.0,284,2,failure,0
29,services,single,secondary,no,0,no,no,cellular,17.0,jul,58,1.0,-1,0,unknown,0
43,blue-collar,married,primary,no,255,yes,no,cellular,17.0,jul,180,1.0,-1,0,unknown,0
36,blue-collar,married,secondary,no,63,yes,no,unknown,2.0,jun,56,8.0,-1,0,unknown,0
34,self-employed,married,primary,no,712,yes,no,unknown,2.0,jun,326,3.0,-1,0,unknown,0
29,services,married,secondary,no,57,yes,no,telephone,21.0,jul,342,9.0,-1,0,unknown,0
57,retired,married,secondary,no,523,no,yes,cellular,2.0,feb,49,6.0,-1,0,unknown,0
43,management,married,tertiary,no,422,no,no,cellular,12.0,aug,110,1.0,-1,0,unknown,0
33,services,married,secondary,no,386,no,no,cellular,12.0,nov,253,1.0,92,4,failure,1
60,management,married,tertiary,no,3387,no,no,cellular,14.0,aug,636,2.0,-1,0,unknown,0
51,technician,married,primary,no,260,no,no,cellular,19.0,aug,137,2.0,-1,0,unknown,0
40,admin.,single,secondary,no,-1,no,no,cellular,7.0,jul,173,1.0,-1,0,unknown,0
51,technician,married,secondary,no,1490,yes,no,cellular,18.0,jul,227,2.0,-1,0,unknown,0
38,services,married,secondary,no,497,yes,yes,unknown,19.0,may,88,5.0,-1,0,unknown,0
35,technician,married,secondary,no,1707,yes,no,unknown,2.0,jun,426,3.0,-1,0,unknown,0
47,technician,married,secondary,no,826,yes,no,telephone,18.0,nov,195,3.0,112,8,other,0
45,blue-collar,married,primary,no,907,no,no,cellular,18.0,aug,230,8.0,-1,0,unknown,0
40,services,married,secondary,no,1836,yes,no,cellular,12.0,may,750,2.0,-1,0,unknown,1
29,entrepreneur,single,secondary,no,404,no,no,cellular,30.0,jan,413,3.0,-1,0,unknown,0
52,management,divorced,tertiary,no,907,yes,no,unknown,4.0,jun,104,2.0,-1,0,unknown,0
26,technician,married,secondary,no,18,yes,yes,cellular,5.0,may,138,1.0,-1,0,unknown,0
31,blue-collar,single,primary,no,-495,yes,no,unknown,29.0,may,334,2.0,-1,0,unknown,0
55,services,married,unknown,no,1210,yes,no,unknown,30.0,may,868,1.0,-1,0,unknown,0
35,services,married,secondary,no,819,yes,no,telephone,14.0,jul,102,14.0,-1,0,unknown,0
56,management,divorced,tertiary,no,442,no,no,unknown,28.0,may,77,3.0,-1,0,unknown,0
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1.0,sep,199,1.0,92,14,success,1
27,student,single,secondary,no,671,yes,no,unknown,7.0,may,332,2.0,-1,0,unknown,0
30,technician,married,secondary,no,371,no,no,cellular,7.0,aug,124,2.0,-1,0,unknown,0
51,technician,married,tertiary,no,-3,no,no,cellular,25.0,aug,91,9.0,-1,0,unknown,0
33,management,married,secondary,no,11,yes,no,cellular,4.0,may,104,3.0,-1,0,unknown,0
32,blue-collar,single,secondary,no,33,yes,no,cellular,18.0,may,125,1.0,368,4,failure,0
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18.0,jul,635,3.0,-1,0,unknown,1
46,blue-collar,married,primary,no,174,no,yes,cellular,15.0,jul,90,1.0,-1,0,unknown,0
32,management,married,tertiary,no,3107,yes,yes,cellular,25.0,jul,310,1.0,-1,0,unknown,0
40,services,married,secondary,no,1438,yes,no,cellular,6.0,may,207,1.0,351,2,failure,0
39,blue-collar,married,secondary,no,1367,no,no,unknown,12.0,jun,43,1.0,-1,0,unknown,0
51,blue-collar,married,primary,no,-11,no,no,telephone,16.0,jul,126,4.0,-1,0,unknown,0
46,admin.,single,secondary,no,1693,yes,no,cellular,25.0,jan,137,1.0,97,1,success,0
43,blue-collar,married,primary,no,778,yes,yes,unknown,15.0,may,284,5.0,-1,0,unknown,0
36,technician,married,tertiary,no,837,no,no,cellular,28.0,aug,68,6.0,-1,0,unknown,0
48,management,married,tertiary,no,363,no,no,cellular,18.0,nov,67,1.0,-1,0,unknown,0
26,admin.,single,secondary,no,236,yes,yes,cellular,18.0,may,8,2.0,-1,0,unknown,0
39,admin.,single,unknown,no,0,yes,no,cellular,11.0,may,62,1.0,-1,0,unknown,0
47,management,married,tertiary,no,-50,no,yes,cellular,7.0,jul,175,1.0,-1,0,unknown,0
23,entrepreneur,single,primary,no,4,yes,no,unknown,13.0,may,395,2.0,-1,0,unknown,1
54,management,divorced,tertiary,no,26306,yes,no,cellular,11.0,feb,27,1.0,84,3,failure,0
38,admin.,married,secondary,no,46,yes,yes,unknown,6.0,may,195,1.0,-1,0,unknown,0
33,technician,married,secondary,no,575,no,yes,cellular,4.0,feb,254,2.0,-1,0,unknown,0
35,admin.,divorced,secondary,no,148,no,yes,cellular,8.0,jul,199,1.0,-1,0,unknown,0
52,services,married,secondary,no,431,no,no,cellular,26.0,aug,73,17.0,-1,0,unknown,0
25,technician,single,tertiary,no,777,yes,no,unknown,14.0,may,351,1.0,-1,0,unknown,0
29,management,married,tertiary,no,199,yes,yes,unknown,7.0,may,1689,4.0,-1,0,unknown,1
35,technician,single,tertiary,no,3552,no,no,cellular,21.0,nov,267,1.0,-1,0,unknown,0
49,services,married,secondary,no,47,no,no,unknown,5.0,may,234,2.0,-1,0,unknown,0
41,admin.,divorced,secondary,no,3823,no,no,cellular,26.0,apr,234,10.0,-1,0,unknown,0
32,management,married,tertiary,no,138,no,no,cellular,20.0,aug,94,4.0,-1,0,unknown,0
29,admin.,single,secondary,no,1117,yes,no,unknown,8.0,may,77,2.0,-1,0,unknown,0
28,blue-collar,married,secondary,no,1325,yes,no,cellular,15.0,may,242,1.0,-1,0,unknown,0
59,retired,married,secondary,no,0,no,no,cellular,18.0,jul,247,4.0,-1,0,unknown,0
34,entrepreneur,married,tertiary,no,4343,no,no,unknown,9.0,jun,85,4.0,-1,0,unknown,0
55,management,divorced,tertiary,no,1598,no,no,cellular,22.0,aug,607,4.0,-1,0,unknown,0
34,management,married,tertiary,no,3301,yes,no,cellular,17.0,jun,485,2.0,227,4,failure,1
24,student,single,secondary,no,822,no,no,cellular,27.0,oct,184,1.0,91,2,failure,1
42,technician,divorced,secondary,no,-280,yes,no,unknown,26.0,may,258,1.0,-1,0,unknown,0
34,management,single,unknown,no,1534,yes,no,cellular,16.0,apr,156,1.0,147,7,other,0
34,admin.,married,secondary,no,1671,no,no,unknown,21.0,may,160,1.0,-1,0,unknown,0
51,self-employed,married,tertiary,no,2007,no,no,unknown,16.0,jun,1021,1.0,-1,0,unknown,0
58,blue-collar,married,primary,no,0,yes,no,cellular,31.0,jul,5,25.0,-1,0,unknown,0
44,technician,married,secondary,no,2776,yes,no,cellular,27.0,jan,701,1.0,-1,0,unknown,1
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18.0,may,732,2.0,291,5,failure,1
34,management,married,tertiary,no,573,no,no,cellular,10.0,aug,122,1.0,-1,0,unknown,0
34,admin.,married,secondary,no,475,yes,no,unknown,7.0,may,559,1.0,-1,0,unknown,0
42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8.0,may,141,1.0,-1,0,unknown,0
46,management,single,tertiary,no,2154,yes,no,cellular,21.0,jul,87,4.0,-1,0,unknown,0
31,self-employed,single,tertiary,no,96,no,no,cellular,5.0,feb,577,1.0,-1,0,unknown,0
39,entrepreneur,married,tertiary,no,83,yes,no,cellular,11.0,jul,193,2.0,-1,0,unknown,0
34,management,single,tertiary,no,6766,no,no,cellular,28.0,aug,210,5.0,-1,0,unknown,0
47,technician,married,secondary,no,3973,no,no,cellular,6.0,aug,732,2.0,-1,0,unknown,0
42,services,divorced,secondary,no,372,yes,yes,unknown,6.0,may,121,2.0,-1,0,unknown,0
48,blue-collar,single,secondary,no,-552,no,yes,cellular,21.0,nov,150,2.0,-1,0,unknown,0
30,self-employed,single,tertiary,no,48,no,no,cellular,21.0,nov,140,1.0,-1,0,unknown,0
38,technician,married,secondary,no,7696,yes,no,cellular,20.0,nov,386,2.0,-1,0,unknown,0
24,services,married,secondary,no,4500,yes,no,cellular,11.0,may,733,2.0,-1,0,unknown,1
34,technician,married,secondary,no,1,yes,no,cellular,19.0,nov,108,1.0,-1,0,unknown,0
46,management,single,tertiary,no,46,no,yes,cellular,17.0,nov,80,1.0,152,1,failure,0
32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12.0,may,155,3.0,-1,0,unknown,0
46,services,married,secondary,no,451,yes,yes,cellular,13.0,may,389,4.0,-1,0,unknown,0
26,self-employed,married,tertiary,no,479,yes,no,cellular,9.0,feb,133,3.0,-1,0,unknown,0
42,blue-collar,married,secondary,no,0,yes,no,cellular,21.0,nov,328,6.0,-1,0,unknown,0
50,technician,married,secondary,no,1130,yes,no,cellular,23.0,jul,119,2.0,-1,0,unknown,0
41,blue-collar,married,primary,no,389,yes,no,unknown,16.0,jun,87,6.0,-1,0,unknown,0
34,admin.,single,secondary,no,10,no,yes,cellular,18.0,nov,162,1.0,173,3,failure,0
32,services,married,secondary,no,401,yes,no,unknown,15.0,may,294,2.0,-1,0,unknown,0
58,housemaid,single,tertiary,no,145,yes,yes,cellular,16.0,jul,128,2.0,-1,0,unknown,0
45,technician,married,secondary,no,115,yes,no,cellular,6.0,may,108,1.0,-1,0,unknown,0
28,admin.,single,secondary,no,89,yes,yes,cellular,6.0,feb,172,2.0,-1,0,unknown,0
35,technician,married,secondary,no,94,yes,yes,unknown,14.0,may,208,5.0,-1,0,unknown,0
39,services,married,secondary,no,1438,yes,no,unknown,20.0,may,212,2.0,-1,0,unknown,0
49,unemployed,divorced,tertiary,no,780,no,no,cellular,8.0,nov,148,1.0,871,2,failure,0
50,management,married,tertiary,no,207,yes,no,cellular,4.0,feb,99,1.0,-1,0,unknown,0
37,management,married,tertiary,no,238,no,no,cellular,3.0,feb,185,1.0,92,1,success,1
45,blue-collar,married,primary,no,2433,no,no,cellular,6.0,aug,133,2.0,-1,0,unknown,0
30,housemaid,single,secondary,no,1924,no,no,cellular,6.0,feb,170,1.0,-1,0,unknown,0
48,unemployed,married,tertiary,no,-471,yes,no,unknown,19.0,may,668,7.0,-1,0,unknown,0
36,management,single,tertiary,no,1531,yes,no,cellular,8.0,may,81,3.0,170,1,failure,0
41,management,single,secondary,no,764,no,no,cellular,12.0,jun,230,2.0,-1,0,unknown,0
55,blue-collar,married,secondary,no,383,no,no,unknown,5.0,may,287,1.0,-1,0,unknown,0
70,retired,married,primary,no,3782,no,no,cellular,16.0,mar,618,1.0,-1,0,unknown,0
41,management,married,tertiary,no,326,yes,no,cellular,5.0,may,788,1.0,-1,0,unknown,1
47,services,divorced,secondary,no,691,no,no,cellular,6.0,feb,285,6.0,-1,0,unknown,0
34,technician,single,secondary,no,0,no,no,cellular,21.0,aug,163,2.0,-1,0,unknown,0
33,management,single,tertiary,no,99,no,no,cellular,8.0,jul,159,1.0,-1,0,unknown,0
58,retired,married,secondary,no,502,yes,no,cellular,12.0,may,197,2.0,370,3,failure,0
51,management,married,tertiary,no,-15,no,no,cellular,25.0,jul,212,2.0,-1,0,unknown,0
45,management,married,tertiary,no,1929,yes,no,unknown,29.0,may,44,15.0,-1,0,unknown,0
55,admin.,married,secondary,no,0,no,no,cellular,23.0,sep,180,2.0,238,3,success,0
30,blue-collar,single,primary,no,185,no,no,unknown,26.0,jun,11,1.0,-1,0,unknown,0
33,management,single,secondary,no,-424,yes,no,unknown,26.0,may,863,1.0,-1,0,unknown,0
27,services,single,secondary,no,0,yes,no,unknown,7.0,may,388,7.0,-1,0,unknown,0
59,retired,married,secondary,no,319,yes,no,unknown,5.0,may,143,3.0,-1,0,unknown,0
34,management,single,tertiary,no,171,yes,no,cellular,7.0,may,191,1.0,294,1,failure,0
47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,27.0,may,62,2.0,-1,0,unknown,0
44,blue-collar,married,primary,no,-11,yes,no,unknown,9.0,may,13,1.0,-1,0,unknown,0
35,admin.,single,secondary,no,0,yes,no,cellular,13.0,may,1073,1.0,-1,0,unknown,1
